LSOA_CODE,PRACTICE_CODE,PRACTICE_NAME.x,NUMBER_OF_PATIENTS,PCN_CODE,PCN_NAME,SUB_ICB_LOCATION_NAME,ICB_CODE,,,,,
E01029619,M83045,PENKRIDGE MEDICAL PRACTICE,3,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83713,5
E01029646,M83045,PENKRIDGE MEDICAL PRACTICE,5,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83723,21
E01029647,M83045,PENKRIDGE MEDICAL PRACTICE,4,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83725,10
E01029655,M83045,PENKRIDGE MEDICAL PRACTICE,1725,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,Y02521,14
E01029656,M83045,PENKRIDGE MEDICAL PRACTICE,1054,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,Y02867,1
E01029657,M83045,PENKRIDGE MEDICAL PRACTICE,1608,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,E01014277,M83004,54
E01029658,M83045,PENKRIDGE MEDICAL PRACTICE,2132,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83005,5
E01029659,M83045,PENKRIDGE MEDICAL PRACTICE,1273,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83007,1
E01029660,M83045,PENKRIDGE MEDICAL PRACTICE,2524,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83014,1
E01029668,M83045,PENKRIDGE MEDICAL PRACTICE,118,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83028,813
E01029670,M83045,PENKRIDGE MEDICAL PRACTICE,2,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83047,4
E01029688,M83045,PENKRIDGE MEDICAL PRACTICE,83,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83056,1
E01029716,M83045,PENKRIDGE MEDICAL PRACTICE,4,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83066,1
E01029717,M83045,PENKRIDGE MEDICAL PRACTICE,1,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83067,2
E01029726,M83045,PENKRIDGE MEDICAL PRACTICE,27,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83068,83
E01029729,M83045,PENKRIDGE MEDICAL PRACTICE,5,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83075,112
E01029735,M83045,PENKRIDGE MEDICAL PRACTICE,4,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83076,1
E01029738,M83045,PENKRIDGE MEDICAL PRACTICE,5,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83090,49
E01029742,M83045,PENKRIDGE MEDICAL PRACTICE,24,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83102,1
E01029743,M83045,PENKRIDGE MEDICAL PRACTICE,1,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83123,10
E01029759,M83045,PENKRIDGE MEDICAL PRACTICE,2,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83126,220
E01034048,M83045,PENKRIDGE MEDICAL PRACTICE,2,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83127,3
E01034050,M83045,PENKRIDGE MEDICAL PRACTICE,1,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83138,6
E01034051,M83045,PENKRIDGE MEDICAL PRACTICE,26,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83146,6
E01034946,M83045,PENKRIDGE MEDICAL PRACTICE,1,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83601,3
EMPTY,M83045,PENKRIDGE MEDICAL PRACTICE,6,U83494,STAFFORD SOUTH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05V,QNC,,,,M83624,7
E01005782,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83625,22
E01006425,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83632,3
E01009599,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83661,30
E01010261,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83670,1
E01012993,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83682,3
E01014223,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83697,2
E01014241,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83709,1
E01014257,M83046,BIDDULPH VALLEY SURGERY,88,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83713,5
E01014258,M83046,BIDDULPH VALLEY SURGERY,10,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83723,24
E01014259,M83046,BIDDULPH VALLEY SURGERY,12,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83725,14
E01014260,M83046,BIDDULPH VALLEY SURGERY,13,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,Y02521,26
E01014261,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,Y02867,1
E01014262,M83046,BIDDULPH VALLEY SURGERY,2,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,E01014278,M83004,94
E01014264,M83046,BIDDULPH VALLEY SURGERY,87,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83021,2
E01014331,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83028,317
E01014334,M83046,BIDDULPH VALLEY SURGERY,2,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83047,25
E01014337,M83046,BIDDULPH VALLEY SURGERY,2,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83061,1
E01014340,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83066,1
E01016541,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83068,158
E01018396,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83075,30
E01018397,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83076,2
E01018403,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83090,56
E01018404,M83046,BIDDULPH VALLEY SURGERY,54,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83094,5
E01018405,M83046,BIDDULPH VALLEY SURGERY,6,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83096,2
E01018406,M83046,BIDDULPH VALLEY SURGERY,32,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83123,8
E01018407,M83046,BIDDULPH VALLEY SURGERY,7,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83126,93
E01018408,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83127,2
E01018428,M83046,BIDDULPH VALLEY SURGERY,67,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83138,6
E01020833,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83146,14
E01023792,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83601,3
E01029540,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83624,1
E01029541,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83625,3
E01029554,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83627,2
E01029561,M83046,BIDDULPH VALLEY SURGERY,2,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83641,1
E01029562,M83046,BIDDULPH VALLEY SURGERY,9,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83661,324
E01029564,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83682,4
E01029565,M83046,BIDDULPH VALLEY SURGERY,2,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83713,10
E01029581,M83046,BIDDULPH VALLEY SURGERY,144,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83723,142
E01029582,M83046,BIDDULPH VALLEY SURGERY,330,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83725,4
E01029588,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,Y02521,55
E01029763,M83046,BIDDULPH VALLEY SURGERY,743,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,E01014279,M83004,75
E01029764,M83046,BIDDULPH VALLEY SURGERY,787,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83005,1
E01029765,M83046,BIDDULPH VALLEY SURGERY,615,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83014,6
E01029766,M83046,BIDDULPH VALLEY SURGERY,658,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83028,1047
E01029767,M83046,BIDDULPH VALLEY SURGERY,709,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83032,1
E01029768,M83046,BIDDULPH VALLEY SURGERY,686,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83047,2
E01029769,M83046,BIDDULPH VALLEY SURGERY,650,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83067,1
E01029770,M83046,BIDDULPH VALLEY SURGERY,898,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83068,92
E01029771,M83046,BIDDULPH VALLEY SURGERY,793,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83075,50
E01029772,M83046,BIDDULPH VALLEY SURGERY,771,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83076,6
E01029773,M83046,BIDDULPH VALLEY SURGERY,625,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83090,48
E01029774,M83046,BIDDULPH VALLEY SURGERY,818,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83094,6
E01029775,M83046,BIDDULPH VALLEY SURGERY,19,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83096,1
E01029787,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83100,1
E01029797,M83046,BIDDULPH VALLEY SURGERY,2,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83102,4
E01029802,M83046,BIDDULPH VALLEY SURGERY,46,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83123,11
E01034052,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83126,302
E01034529,M83046,BIDDULPH VALLEY SURGERY,1,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83138,19
E01034664,M83046,BIDDULPH VALLEY SURGERY,2,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83140,1
EMPTY,M83046,BIDDULPH VALLEY SURGERY,3,U12951,LEEK & BIDDULPH PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05G,QNC,,,,M83146,6
E01002444,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83601,2
E01003594,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83619,1
E01007959,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83624,5
E01008189,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83625,27
E01010019,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83627,4
E01011227,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83632,1
E01011751,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83650,1
E01014212,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,3,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83661,102
E01014213,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,3,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83682,1
E01014215,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83697,3
E01014216,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,2,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83709,2
E01014219,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,2,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83713,6
E01014220,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,8,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83723,41
E01014221,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,7,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83725,32
E01014222,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,6,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,Y02521,49
E01014223,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,14,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,Y02867,1
E01014224,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,8,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01014280,M83004,143
E01014225,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83028,513
E01014226,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,5,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83047,14
E01014228,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83068,90
E01014229,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,42,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83075,25
E01014230,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83076,4
E01014233,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,18,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83090,45
E01014234,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,7,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83094,5
E01014235,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,17,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83096,1
E01014237,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,3,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83100,2
E01014238,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,5,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83102,1
E01014239,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,14,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83123,1
E01014240,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,6,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83126,80
E01014243,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,3,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83138,3
E01014244,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83146,10
E01014245,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83619,3
E01014246,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,2,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83624,4
E01014247,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83625,8
E01014248,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83627,2
E01014250,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83661,145
E01014252,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83670,1
E01014254,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83681,1
E01014264,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83709,2
E01014269,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,3,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83713,6
E01014271,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,4,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83723,57
E01014273,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,7,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83725,9
E01014274,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,13,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,Y02521,44
E01014275,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,2,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01014281,M83004,1
E01014276,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,4,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83007,56
E01014277,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,4,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83021,2
E01014278,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,25,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83023,1
E01014279,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,2,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83066,9
E01014280,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,14,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83067,1
E01014284,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83075,2089
E01014287,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,2,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83076,266
E01014291,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83090,2
E01014292,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,4,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83094,11
E01014293,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83102,6
E01014294,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,1,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83123,16
E01014295,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,4,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83126,1
E01014296,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,25,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83127,31
E01014297,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,27,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83138,1
E01014298,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,20,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83146,61
E01014299,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,32,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83601,2
E01014300,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,28,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83619,1
E01014301,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,36,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83625,33
E01014302,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,31,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83627,45
E01014303,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,68,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83661,4
E01014304,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,137,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83670,6
E01014305,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,21,U35724,MEIR PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83682,11
